"Itemnumber","Collectionname","Groupnumber","Catintrono","Stylename","Roomname","Groupname","Piecename","Fabriccolor","Finishcolor","Assemblyrequired","Typeofpackaging","Pack","Dropship","Countryoforigin","Catalogdescription","Shippingweight","Cubes","Itemdesc","Cartonlength","Cartonwidth","Cartonheight","Product 1 Desc","Product 1 Length","Product 1 Width","Product 1 Height","Product 2 Desc","Product 2 Length","Product 2 Width","Product 2 Height","Product 3 Desc","Product 3 Length","Product 3 Width","Product 3 Height","Product 4 Desc","Product 4 Length","Product 4 Width","Product 4 Height","UPC",
202454,"Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","MIRROR",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,1.8,"MIRROR",42.5,37.25,2,"MIRROR",40,1,36,,,,,,,,,,,,,21032257064,
202455,"Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","CHEST",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,23.5,"CHEST",39,18.75,55.75,"CHEST",38,17.75,54,,,,,,,,,,,,,21032257071,
202456,"Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","MEDIA CHEST",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,19.05,"MEDIA CHEST",38.63,19.88,42.88,"MEDIA CHEST",37,17.75,41,,,,,,,,,,,,,21032257088,
"202470KE","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Brown",,1,"BOX",1,0,"Malaysia","The unique styling of the Andreas bedroom collection offers a casual contemporary look that is sure to make a bold statement in your master bedroom. This sleek bed features an upholstered high straight headboard in dark brown faux leather and low profile footboard style frame for an exceptional look that you will love. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",,,,,,,"EASTERN KING BED",87.75,83.75,48.25,,,,,,,,,,,,,,
"202470KEB1","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Brown",,0,"BOX",1,0,"Malaysia","The unique styling of the Andreas bedroom collection offers a casual contemporary look that is sure to make a bold statement in your master bedroom. This sleek bed features an upholstered high straight headboard in dark brown faux leather and low profile footboard style frame for an exceptional look that you will love. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",37.48,6.62,"EASTERN KING BED HEADBOARD B1",85.63,29.53,4.53,,,,,,,,,,,,,,,,,21032259617,
"202470KEB2","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Brown",,0,"BOX",1,0,"Malaysia","The unique styling of the Andreas bedroom collection offers a casual contemporary look that is sure to make a bold statement in your master bedroom. This sleek bed features an upholstered high straight headboard in dark brown faux leather and low profile footboard style frame for an exceptional look that you will love. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",63.35,5.78,"EASTERN KING BED SIDE RAILS AND SLATS B2",88.39,10.63,10.63,,,,,,,,,,,,,,,,,21032259624,
"202470Q","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Brown",,1,"BOX",1,0,"Malaysia","The unique styling of the Andreas bedroom collection offers a casual contemporary look that is sure to make a bold statement in your master bedroom. This sleek bed features an upholstered high straight headboard in dark brown faux leather and low profile footboard style frame for an exceptional look that you will love. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",,,,,,,"QUEEN BED",87.75,68,48.25,,,,,,,,,,,,,,
"202470QB1","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Brown",,0,"BOX",1,0,"Malaysia","The unique styling of the Andreas bedroom collection offers a casual contemporary look that is sure to make a bold statement in your master bedroom. This sleek bed features an upholstered high straight headboard in dark brown faux leather and low profile footboard style frame for an exceptional look that you will love. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",30.87,5.42,"QUEEN BED HEADBOARD B1",70.08,29.53,4.53,,,,,,,,,,,,,,,,,21032259631,
"202470QB2","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Brown",,0,"BOX",1,0,"Malaysia","The unique styling of the Andreas bedroom collection offers a casual contemporary look that is sure to make a bold statement in your master bedroom. This sleek bed features an upholstered high straight headboard in dark brown faux leather and low profile footboard style frame for an exceptional look that you will love. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",59.53,5.59,"QUEEN BED SIDE RAILS AND SLATS B2",85.63,10.63,10.63,,,,,,,,,,,,,,,,,21032259648,
"202471KE","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",,,,,,,"EASTERN KING BED",83.25,78.75,52,,,,,,,,,,,,,,
"202471KEB1","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",35.28,4.05,"EASTERN KING BED B1",82.28,33.27,2.56,,,,,,,,,,,,,,,,,21032259655,
"202471KEB2","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",17.65,1.96,"EASTERN KING BED FOOTBOARD B2",82.28,16.14,2.56,,,,,,,,,,,,,,,,,21032259662,
"202471KEB3","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",35.28,1.58,"EASTERN KING BED RAILS AND SLATS B3",87.2,5.91,5.31,,,,,,,,,,,,,,,,,21032259679,
"202471Q","Andreas","G202473","OPEN","CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,1,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded vinyl headboard with a handsome charcoal vinyl. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",,,,,,,"QUEEN BED",83.25,63,52,,,,,,,,,,,,,,
"202471QB1","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",37.48,3.28,"QUEEN BED HEADBOARD B1",66.34,33.46,2.56,,,,,,,,,,,,,,,,,21032259686,
"202471QB2","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",13.23,1.6,"QUEEN BED FOOTBOARD B2",66.93,16.14,2.56,,,,,,,,,,,,,,,,,21032259693,
"202471QB3","Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED","Black",,0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",30.87,1.62,"QUEEN BED SIDE RAILS AND SLATS B3",86.22,5.91,5.51,,,,,,,,,,,,,,,,,21032259709,
202472,"Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",44.1,7.55,"NIGHT STAND",25.59,18.5,27.56,"NIGHT STAND",23.75,16.5,24.5,,,,,,,,,,,,,21032259716,
202473,"Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","DRESSER",,"Cappuccino",0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",125.68,25.56,"DRESSER",60.04,18.5,39.76,"DRESSER",58,16.5,36.5,,,,,,,,,,,,,21032259723,
202474,"Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",26.46,2.31,"MIRROR",42.13,40.16,2.36,"MIRROR",39.5,1,39.5,,,,,,,,,,,,,21032259730,
202475,"Andreas","G202473",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","CHEST",,"Cappuccino",0,"BOX",1,0,"Malaysia","This bedroom group will bring a rich, contemporary flair to your home. The platform look bed features a unique tufted padded fabric headboard with a handsome grey fabric. The low profiled look draws attention to the sleek, modern style. Pair with the matching cappuccino night stand, dresser, mirror and chest for the complete look.",103.63,20.65,"CHEST",37.4,18.5,51.57,"CHEST",36,16.5,48.75,,,,,,,,,,,,,21032259747,
"202620KE","Edgewood","G202623","2012-2","TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cherry",1,"BOX",1,0,"Indonesia","Traditional style at its finest. This bedroom group is made of mindy wood and veneers. The frame style surrounding this group is enhanced by the subtle distressing of the woods and further enhanced by the deep cherry finish.",,,,,,,"E KING BED",91.75,81.25,72,,,,,,,,,,,,,,
"202620KEB1","Edgewood","G202623","2012-2","TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cherry",1,"BOX",1,0,"Indonesia","Traditional style at its finest. This bedroom group is made of mindy wood and veneers. The frame style surrounding this group is enhanced by the subtle distressing of the woods and further enhanced by the deep cherry finish.",51.48,2.49,"E KING BED HB BOX 1",87.79,5.31,9.25,,,,,,,,,,,,,,,,,21032251871,
"202620KEB2","Edgewood","G202623","2012-2","TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cherry",0,"BOX",,0,"Indonesia","Traditional style at its finest. This bedroom group is made of mindy wood and veneers. The frame style surrounding this group is enhanced by the subtle distressing of the woods and further enhanced by the brown oak finish.",91.74,14.93,"E KING BED FB BOX 2",85.03,8.85,34.25,,,,,,,,,,,,,,,,,21032251888,
"202620KEB3","Edgewood","G202623","2012-2","TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cherry",0,"BOX",1,0,"Indonesia","Traditional style at its finest. This bedroom group is made of mindy wood and veneers. The frame style surrounding this group is enhanced by the subtle distressing of the woods and further enhanced by the brown oak finish.",51.48,2.38,"E KING S RAILS AND SLATS BED BOX 3",83.85,5.31,9.25,,,,,,,,,,,,,,,,,21032251895,
"202620KW","Edgewood","G202623","2012-2","TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cherry",1,"BOX",1,0,"Indonesia","Traditional style at its finest. This bedroom group is made of mindy wood and veneers. The frame style surrounding this group is enhanced by the subtle distressing of the woods and further enhanced by the deep cherry finish.",,,,,,,"C KING BED",95.75,81.25,72,,,,,,,,,,,,,,
"202620KWB1","Edgewood","G202623","2012-2","TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cherry",0,"BOX",1,0,"Indonesia","Traditional style at its finest. This bedroom group is made of mindy wood and veneers. The frame style surrounding this group is enhanced by the subtle distressing of the woods and further enhanced by the deep cherry finish.",91.74,14.93,"C KING HB BED BOX 1",85.03,8.85,34.25,,,,,,,,,,,,,,,,,21032251901,
